Entity,Code,Year,Patent applications per million people
Cuba,CUB,2014,2.126571
Cuba,CUB,2016,2.8405025
Cuba,CUB,2017,2.5782754
Cuba,CUB,2018,2.5830317
Cuba,CUB,2019,2.410102
Cuba,CUB,2020,2.9526625
Cuba,CUB,2021,1.8881211
Cyprus,CYP,1980,1.4639659
Cyprus,CYP,1983,2.8279543
Cyprus,CYP,1984,2.7803495
Cyprus,CYP,2003,12.004922
Cyprus,CYP,2004,8.84195
Cyprus,CYP,2005,19.302206
Cyprus,CYP,2007,2.7966447
Cyprus,CYP,2008,10.0822525
Cyprus,CYP,2009,5.40847
Cyprus,CYP,2010,3.5466778
Cyprus,CYP,2012,3.4323068
Cyprus,CYP,2013,1.689339
Cyprus,CYP,2014,3.3283381
Cyprus,CYP,2015,4.920041
Cyprus,CYP,2016,2.4250028
Cyprus,CYP,2017,6.3781867
Cyprus,CYP,2018,3.1477797
Cyprus,CYP,2019,3.1087978
Cyprus,CYP,2020,1.535807
Cyprus,CYP,2021,0.7591233
Czechia,CZE,1993,86.448456
Czechia,CZE,1994,73.15949
Czechia,CZE,1995,60.616314
Czechia,CZE,1996,59.523575
Czechia,CZE,1997,56.191055
Czechia,CZE,1998,60.61564
Czechia,CZE,1999,57.95489
Czechia,CZE,2000,54.11961
Czechia,CZE,2001,55.595768
Czechia,CZE,2002,51.584225
Czechia,CZE,2003,61.310585
Czechia,CZE,2004,61.095795
Czechia,CZE,2005,57.387875
Czechia,CZE,2006,62.60435
Czechia,CZE,2007,69.52248
Czechia,CZE,2008,68.56304
Czechia,CZE,2009,75.546234
Czechia,CZE,2010,82.86863
Czechia,CZE,2011,74.59922
Czechia,CZE,2012,82.4867
Czechia,CZE,2013,93.58708
Czechia,CZE,2014,86.457954
Czechia,CZE,2015,83.4435
Czechia,CZE,2016,74.955055
Czechia,CZE,2017,74.944984
Czechia,CZE,2018,63.78218
Czechia,CZE,2019,71.683784
Czechia,CZE,2020,62.90979
Czechia,CZE,2021,51.495502
Democratic Republic of Congo,COD,2018,0.4886302
Democratic Republic of Congo,COD,2019,0.45186827
Democratic Republic of Congo,COD,2020,0.75007814
Denmark,DNK,1980,188.17
Denmark,DNK,1981,211.84901
Denmark,DNK,1982,213.95871
Denmark,DNK,1983,228.18385
Denmark,DNK,1984,188.98122
Denmark,DNK,1985,167.39377
Denmark,DNK,1986,187.08986
Denmark,DNK,1987,196.41023
Denmark,DNK,1988,233.35535
Denmark,DNK,1989,218.21324
Denmark,DNK,1990,236.92169
Denmark,DNK,1991,205.84763
Denmark,DNK,1992,232.82031
Denmark,DNK,1993,223.37311
Denmark,DNK,1994,244.70917
Denmark,DNK,1995,235.79439
Denmark,DNK,1996,248.71396
Denmark,DNK,1997,249.57469
Denmark,DNK,1998,290.9005
Denmark,DNK,1999,311.17297
Denmark,DNK,2000,323.99335
Denmark,DNK,2001,327.87296
Denmark,DNK,2002,337.61594
Denmark,DNK,2003,328.72195
Denmark,DNK,2004,347.3017
Denmark,DNK,2005,305.93613
Denmark,DNK,2006,276.42538
Denmark,DNK,2007,303.94925
Denmark,DNK,2008,297.43588
Denmark,DNK,2009,274.8459
Denmark,DNK,2010,293.09534
Denmark,DNK,2011,282.55627
Denmark,DNK,2012,251.44986
Denmark,DNK,2013,238.82747
Denmark,DNK,2014,243.9986
Denmark,DNK,2015,257.23663
Denmark,DNK,2016,270.94925
Denmark,DNK,2017,258.4571
Denmark,DNK,2018,217.82521
Denmark,DNK,2019,232.35327
Denmark,DNK,2020,216.24295
Denmark,DNK,2021,186.11058
Djibouti,DJI,2013,1.0154098
Djibouti,DJI,2021,2.67559
Dominican Republic,DOM,1983,4.0668607
Dominican Republic,DOM,1986,2.1305063
Dominican Republic,DOM,2000,0.5824661
Dominican Republic,DOM,2001,1.2614269
Dominican Republic,DOM,2002,1.242624
Dominican Republic,DOM,2003,2.0043159
Dominican Republic,DOM,2004,2.6359456
Dominican Republic,DOM,2005,0.8672055
Dominican Republic,DOM,2006,1.6057923
Dominican Republic,DOM,2007,3.5957308
Dominican Republic,DOM,2008,0.8356723
Dominican Republic,DOM,2009,1.7534332
Dominican Republic,DOM,2010,1.5274677
Dominican Republic,DOM,2011,1.5082015
Dominican Republic,DOM,2012,1.8867154
Dominican Republic,DOM,2013,1.1771823
Dominican Republic,DOM,2014,1.5510597
Dominican Republic,DOM,2015,2.3958228
Dominican Republic,DOM,2016,2.6536686
Dominican Republic,DOM,2017,1.874969
Dominican Republic,DOM,2018,1.5766941
Dominican Republic,DOM,2019,2.1112456
Dominican Republic,DOM,2020,0.9084055
Dominican Republic,DOM,2021,0.6292997
East Asia and Pacific (WB),WB_EAP,1980,112.43455
East Asia and Pacific (WB),WB_EAP,1981,5.584735
East Asia and Pacific (WB),WB_EAP,1982,5.818156
East Asia and Pacific (WB),WB_EAP,1983,145.68625
East Asia and Pacific (WB),WB_EAP,1984,161.09824
East Asia and Pacific (WB),WB_EAP,1985,168.03119
East Asia and Pacific (WB),WB_EAP,1986,174.88724
East Asia and Pacific (WB),WB_EAP,1987,185.07715
East Asia and Pacific (WB),WB_EAP,1988,181.77402
East Asia and Pacific (WB),WB_EAP,1989,184.58313
East Asia and Pacific (WB),WB_EAP,1990,192.18248
East Asia and Pacific (WB),WB_EAP,1991,194.1172
East Asia and Pacific (WB),WB_EAP,1992,195.55774
East Asia and Pacific (WB),WB_EAP,1993,194.23337
East Asia and Pacific (WB),WB_EAP,1994,188.63724
East Asia and Pacific (WB),WB_EAP,1995,210.05518
East Asia and Pacific (WB),WB_EAP,1996,215.92146
East Asia and Pacific (WB),WB_EAP,1997,218.97093
East Asia and Pacific (WB),WB_EAP,1998,213.04305
East Asia and Pacific (WB),WB_EAP,1999,215.05457
East Asia and Pacific (WB),WB_EAP,2000,239.30498
East Asia and Pacific (WB),WB_EAP,2001,239.95084
East Asia and Pacific (WB),WB_EAP,2002,235.97743
East Asia and Pacific (WB),WB_EAP,2003,243.50212
East Asia and Pacific (WB),WB_EAP,2004,257.87967
East Asia and Pacific (WB),WB_EAP,2005,279.59268
East Asia and Pacific (WB),WB_EAP,2006,283.34082
East Asia and Pacific (WB),WB_EAP,2007,290.67996
East Asia and Pacific (WB),WB_EAP,2008,301.9855
East Asia and Pacific (WB),WB_EAP,2009,303.66843
East Asia and Pacific (WB),WB_EAP,2010,330.3217
East Asia and Pacific (WB),WB_EAP,2011,384.4073
East Asia and Pacific (WB),WB_EAP,2012,438.76712
East Asia and Pacific (WB),WB_EAP,2013,505.91553
East Asia and Pacific (WB),WB_EAP,2014,542.9639
East Asia and Pacific (WB),WB_EAP,2015,610.2021
East Asia and Pacific (WB),WB_EAP,2016,707.14294
East Asia and Pacific (WB),WB_EAP,2017,721.71185
East Asia and Pacific (WB),WB_EAP,2018,778.77295
East Asia and Pacific (WB),WB_EAP,2019,711.6387
East Asia and Pacific (WB),WB_EAP,2020,746.69214
Ecuador,ECU,1980,4.2861285
Ecuador,ECU,1981,1.6692679
Ecuador,ECU,1982,2.5547833
Ecuador,ECU,1983,2.7148042
Ecuador,ECU,1984,2.6446917
Ecuador,ECU,1986,2.8284104
Ecuador,ECU,1987,2.1473951
Ecuador,ECU,1988,2.397409
Ecuador,ECU,1989,2.5386033
Ecuador,ECU,1991,1.214683
Ecuador,ECU,1992,2.1042755
Ecuador,ECU,1993,1.8826864
Ecuador,ECU,1994,0.35173503
Ecuador,ECU,1995,0.6902196
Ecuador,ECU,1996,0.5926704
Ecuador,ECU,1997,0.66494185
Ecuador,ECU,1999,1.2028103
Ecuador,ECU,2000,0.7880714
Ecuador,ECU,2001,0.54218423
Ecuador,ECU,2002,0.9894606
Ecuador,ECU,2003,0.5234699
Ecuador,ECU,2004,1.0287536
Ecuador,ECU,2005,0.7944439
Ecuador,ECU,2006,0.5679345
Ecuador,ECU,2007,0.2791586
Ecuador,ECU,2008,0.13721937
Ecuador,ECU,2009,0.40469572
Ecuador,ECU,2010,0.26531014
Ecuador,ECU,2013,0.4428382
Ecuador,ECU,2014,1.4967144
Ecuador,ECU,2015,1.2295415
Ecuador,ECU,2016,2.7264235
Ecuador,ECU,2017,0.95468134
Ecuador,ECU,2018,1.9941878
Ecuador,ECU,2019,1.6724317
Ecuador,ECU,2020,1.8807635
Ecuador,ECU,2021,1.9793633
Egypt,EGY,1980,1.7292215
Egypt,EGY,1981,1.3068357
Egypt,EGY,1982,1.1420541
Egypt,EGY,1983,1.841528
Egypt,EGY,1984,2.5991254
Egypt,EGY,1985,3.3113256
Egypt,EGY,1986,2.7199786
Egypt,EGY,1987,3.1672435
Egypt,EGY,1988,3.4427974
Egypt,EGY,1989,3.2798078
Egypt,EGY,1990,4.7605495
Egypt,EGY,1991,5.1308537
Egypt,EGY,1992,4.8958488
Egypt,EGY,1993,5.213327
Egypt,EGY,1994,4.7911205
Egypt,EGY,1995,6.214527
Egypt,EGY,1996,7.5192404
Egypt,EGY,1998,7.0628643
Egypt,EGY,1999,7.494307
Egypt,EGY,2000,7.306732
Egypt,EGY,2001,6.215504
Egypt,EGY,2002,8.224122
Egypt,EGY,2003,6.3324027
Egypt,EGY,2004,4.806395
Egypt,EGY,2005,5.27737
Egypt,EGY,2007,6.122723
Egypt,EGY,2008,5.6018305
Egypt,EGY,2009,5.5998955
Egypt,EGY,2010,6.7828097
Egypt,EGY,2011,6.7842712
Egypt,EGY,2012,7.331394
Egypt,EGY,2013,6.7237606
Egypt,EGY,2014,7.7105546
Egypt,EGY,2015,7.209028
Egypt,EGY,2016,9.051146
Egypt,EGY,2017,9.884658
Egypt,EGY,2018,9.433954
Egypt,EGY,2019,9.548766
Egypt,EGY,2020,8.946612
Egypt,EGY,2021,7.9400125
El Salvador,SLV,1980,2.6429493
El Salvador,SLV,1982,4.759353
El Salvador,SLV,1983,8.284886
El Salvador,SLV,1984,6.4610214
El Salvador,SLV,1985,3.2688377
El Salvador,SLV,1989,3.5855963
El Salvador,SLV,1990,1.8519459
El Salvador,SLV,1991,1.8198107
El Salvador,SLV,1992,1.9693466
El Salvador,SLV,1993,1.7667979
El Salvador,SLV,1994,1.750048
El Salvador,SLV,1995,0.52064073
El Salvador,SLV,2015,1.1320127
El Salvador,SLV,2016,0.64507806
El Salvador,SLV,2017,0.64375615
El Salvador,SLV,2018,0.48233008
El Salvador,SLV,2019,0.16071181
El Salvador,SLV,2020,0.64157337
El Salvador,SLV,2021,0.31970423
Estonia,EST,1994,10.940066
Estonia,EST,1995,11.137144
Estonia,EST,1996,8.477007
Estonia,EST,1997,10.717846
Estonia,EST,1998,14.4283905
Estonia,EST,1999,9.350877
Estonia,EST,2000,9.305755
Estonia,EST,2001,12.967225
Estonia,EST,2002,13.774604
Estonia,EST,2003,13.131784
Estonia,EST,2004,19.815786
Estonia,EST,2005,16.97699
Estonia,EST,2006,26.729828
Estonia,EST,2007,32.819168
Estonia,EST,2008,46.369354
Estonia,EST,2009,56.949528
Estonia,EST,2010,63.08793
Estonia,EST,2011,46.70648
Estonia,EST,2012,15.120632
Estonia,EST,2013,18.968176
Estonia,EST,2014,33.471657
Estonia,EST,2015,22.80663
Estonia,EST,2016,22.039991
Estonia,EST,2017,28.085964
Estonia,EST,2018,18.154627
Estonia,EST,2019,23.36276
Estonia,EST,2020,15.795151
Estonia,EST,2021,18.783829
Ethiopia,ETH,1996,0.05044761
Ethiopia,ETH,2000,0.044502795
Ethiopia,ETH,2002,0.013959556
Ethiopia,ETH,2003,0.040632423
Ethiopia,ETH,2004,0.0131445415
Ethiopia,ETH,2005,0.012760397
Ethiopia,ETH,2006,0.061955187
Ethiopia,ETH,2007,0.14439875
Ethiopia,ETH,2011,0.042941507
Ethiopia,ETH,2013,0.010158601
Ethiopia,ETH,2014,0.01977934
Ethiopia,ETH,2015,0.17329831
Ethiopia,ETH,2016,0.09370476
Ethiopia,ETH,2017,0.1276598
Ethiopia,ETH,2018,0.115387194
Ethiopia,ETH,2020,0.050455075
Europe and Central Asia (WB),WB_ECA,1980,125.01213
Europe and Central Asia (WB),WB_ECA,1981,117.38666
Europe and Central Asia (WB),WB_ECA,1982,118.122696
Europe and Central Asia (WB),WB_ECA,1983,120.21522
Europe and Central Asia (WB),WB_ECA,1984,120.03947
Europe and Central Asia (WB),WB_ECA,1985,119.53055
Europe and Central Asia (WB),WB_ECA,1986,116.93084
Europe and Central Asia (WB),WB_ECA,1987,117.54981
Europe and Central Asia (WB),WB_ECA,1988,120.84228
Europe and Central Asia (WB),WB_ECA,1989,114.42397
Europe and Central Asia (WB),WB_ECA,1990,107.1135
Europe and Central Asia (WB),WB_ECA,1991,132.26572
Europe and Central Asia (WB),WB_ECA,1992,189.66663
Europe and Central Asia (WB),WB_ECA,1993,194.31264
Europe and Central Asia (WB),WB_ECA,1994,179.29648
Europe and Central Asia (WB),WB_ECA,1995,165.70705
Europe and Central Asia (WB),WB_ECA,1996,190.30898
Europe and Central Asia (WB),WB_ECA,1997,187.81679
Europe and Central Asia (WB),WB_ECA,1998,198.94533
Europe and Central Asia (WB),WB_ECA,1999,221.45027
Europe and Central Asia (WB),WB_ECA,2000,236.70532
Europe and Central Asia (WB),WB_ECA,2001,231.58568
Europe and Central Asia (WB),WB_ECA,2002,219.10547
Europe and Central Asia (WB),WB_ECA,2003,225.19514
Europe and Central Asia (WB),WB_ECA,2004,228.48125
Europe and Central Asia (WB),WB_ECA,2005,228.57384
Europe and Central Asia (WB),WB_ECA,2006,234.34839
Europe and Central Asia (WB),WB_ECA,2007,249.42874
Europe and Central Asia (WB),WB_ECA,2008,253.59053
Europe and Central Asia (WB),WB_ECA,2009,244.51047
Europe and Central Asia (WB),WB_ECA,2010,254.78615
Europe and Central Asia (WB),WB_ECA,2011,248.67593
Europe and Central Asia (WB),WB_ECA,2012,248.75449
Europe and Central Asia (WB),WB_ECA,2013,250.46028
Europe and Central Asia (WB),WB_ECA,2014,245.43997
Europe and Central Asia (WB),WB_ECA,2015,240.57674
Europe and Central Asia (WB),WB_ECA,2016,246.58861
Europe and Central Asia (WB),WB_ECA,2017,243.23495
Europe and Central Asia (WB),WB_ECA,2018,243.5263
Europe and Central Asia (WB),WB_ECA,2019,240.1283
Europe and Central Asia (WB),WB_ECA,2020,233.81218
Fiji,FJI,1980,3.115386
Finland,FIN,1980,283.7096
Finland,FIN,1981,296.46057
Finland,FIN,1982,339.34592
Finland,FIN,1983,354.0106
Finland,FIN,1984,363.59518
Finland,FIN,1985,352.29037
Finland,FIN,1986,356.63788
Finland,FIN,1987,376.9168
Finland,FIN,1988,400.48672
Finland,FIN,1989,392.39615
Finland,FIN,1990,412.9206
Finland,FIN,1991,423.4364
Finland,FIN,1992,406.982
Finland,FIN,1993,427.51852
Finland,FIN,1994,453.1936
Finland,FIN,1995,402.91397
Finland,FIN,1996,425.20615
Finland,FIN,1997,458.1859
Finland,FIN,1998,479.48016
Finland,FIN,1999,486.1122
Finland,FIN,2000,498.2411
Finland,FIN,2001,460.67776
Finland,FIN,2002,415.72144
Finland,FIN,2003,378.28403
Finland,FIN,2004,384.64688
Finland,FIN,2005,348.83084
Finland,FIN,2006,344.83624
Finland,FIN,2007,341.10333
Finland,FIN,2008,338.578
Finland,FIN,2009,338.27377
Finland,FIN,2010,322.7459
Finland,FIN,2011,306.2206
Finland,FIN,2012,313.633
Finland,FIN,2013,293.4378
Finland,FIN,2014,259.81815
Finland,FIN,2015,235.2391
Finland,FIN,2016,229.28671
Finland,FIN,2017,252.3504
Finland,FIN,2018,251.47198
Finland,FIN,2019,239.24199
Finland,FIN,2020,287.18466
Finland,FIN,2021,280.99536
France,FRA,1980,199.00792
France,FRA,1981,196.84065
France,FRA,1982,191.39249
France,FRA,1983,198.66925
France,FRA,1984,201
France,FRA,1985,212.65099
France,FRA,1986,213.41034
France,FRA,1987,221.68413
France,FRA,1988,215.92694
France,FRA,1989,217.31679
France,FRA,1990,212.45769
France,FRA,1991,215.13387
France,FRA,1992,213.07948
France,FRA,1993,213.82976
France,FRA,1994,211.0245
France,FRA,1995,208.57793
France,FRA,1996,216.15108
France,FRA,1997,220.98428
France,FRA,1998,220.15034
France,FRA,1999,224.65378
France,FRA,2000,227.68065
France,FRA,2001,219.98105
France,FRA,2002,218.71107
France,FRA,2003,217.04468
France,FRA,2004,226.92628
France,FRA,2005,226.76173
France,FRA,2006,228.36317
France,FRA,2007,229.97057
France,FRA,2008,227.69667
France,FRA,2009,217.90723
France,FRA,2010,226.80086
France,FRA,2011,224.28549
France,FRA,2012,221.45169
France,FRA,2013,222.58273
France,FRA,2014,218.66307
France,FRA,2015,214.97177
France,FRA,2016,212.90657
France,FRA,2017,215.41283
France,FRA,2018,212.97427
France,FRA,2019,209.29903
France,FRA,2020,188.91702
France,FRA,2021,197.30904
Georgia,GEO,1992,74.89484
Georgia,GEO,1993,102.21742
Georgia,GEO,1994,79.81678
Georgia,GEO,1995,61.618103
Georgia,GEO,1996,64.11828
Georgia,GEO,1997,60.46098
Georgia,GEO,1998,65.27466
Georgia,GEO,1999,63.74495
Georgia,GEO,2000,56.90276
Georgia,GEO,2001,63.272644
Georgia,GEO,2002,48.761913
Georgia,GEO,2003,49.3454
Georgia,GEO,2004,63.40169
Georgia,GEO,2005,57.655807
Georgia,GEO,2006,60.8193
Georgia,GEO,2007,64.24608
Georgia,GEO,2008,57.685577
Georgia,GEO,2009,67.11376
Georgia,GEO,2010,48.327103
Georgia,GEO,2011,36.7369
Georgia,GEO,2012,37.27667
Georgia,GEO,2013,30.664385
Georgia,GEO,2014,29.57455
Georgia,GEO,2015,26.575212
Georgia,GEO,2016,25.754492
Georgia,GEO,2017,20.118004
Georgia,GEO,2018,27.639513
Georgia,GEO,2019,22.848473
Georgia,GEO,2020,21.758308
Georgia,GEO,2021,24.267853
Germany,DEU,1980,366.3753
Germany,DEU,1981,380.5866
Germany,DEU,1982,391.50623
Germany,DEU,1983,405.20538
Germany,DEU,1984,410.79553
Germany,DEU,1985,414.52084
Germany,DEU,1986,413.9066
Germany,DEU,1987,405.92282
Germany,DEU,1988,408.37106
Germany,DEU,1989,395.81577
Germany,DEU,1990,386.79123
Germany,DEU,1991,403.12997
Germany,DEU,1992,420.70288
Germany,DEU,1993,428.21042
Germany,DEU,1994,450.83185
Germany,DEU,1995,466.50232
Germany,DEU,1996,516.65857
Germany,DEU,1997,541.69714
Germany,DEU,1998,567.0273
Germany,DEU,1999,609.3648
Germany,DEU,2000,629.30365
Germany,DEU,2001,607.0315
Germany,DEU,2002,577.02594
Germany,DEU,2003,579.37213
Germany,DEU,2004,587.13275
Germany,DEU,2005,586.4841
Germany,DEU,2006,582.8365
Germany,DEU,2007,581.6836
Germany,DEU,2008,599.6826
Germany,DEU,2009,584.3425
Germany,DEU,2010,575.30896
Germany,DEU,2011,585.3131
Germany,DEU,2012,579.66455
Germany,DEU,2013,587.17395
Germany,DEU,2014,594.6223
Germany,DEU,2015,580.07056
Germany,DEU,2016,588.71625
Germany,DEU,2017,578.11194
Germany,DEU,2018,562.2889
Germany,DEU,2019,561.20276
Germany,DEU,2020,508.1717
Germany,DEU,2021,478.65237
Ghana,GHA,2016,0.47689214
Ghana,GHA,2017,0.4998608
Ghana,GHA,2018,0.42431542
Ghana,GHA,2020,0.37631938
Greece,GRC,1980,131.18997
Greece,GRC,1981,125.49657
Greece,GRC,1982,129.11777
Greece,GRC,1983,120.955124
Greece,GRC,1984,129.04463
Greece,GRC,1985,112.84137
Greece,GRC,1986,125.31086
Greece,GRC,1987,153.89084
Greece,GRC,1988,20.424463
Greece,GRC,1989,21.4084
Greece,GRC,1990,23.634884
Greece,GRC,1991,18.217184
Greece,GRC,1992,21.348082
Greece,GRC,1993,21.12727
Greece,GRC,1994,25.397316
Greece,GRC,1995,25.18426
Greece,GRC,1996,25.167786
Greece,GRC,1997,27.482683
Greece,GRC,1998,25.745047
Greece,GRC,1999,26.94742
Greece,GRC,2000,28.318104
Greece,GRC,2001,35.44424
Greece,GRC,2002,34.489014
Greece,GRC,2003,35.962433
Greece,GRC,2004,34.59563
Greece,GRC,2005,42.048492
Greece,GRC,2006,48.274277
Greece,GRC,2007,52.043392
Greece,GRC,2008,56.689747
Greece,GRC,2009,62.843155
Greece,GRC,2010,65.45973
Greece,GRC,2011,65.01635
Greece,GRC,2012,56.85825
Greece,GRC,2013,63.655865
Greece,GRC,2014,59.766373
Greece,GRC,2015,50.827644
Greece,GRC,2016,56.236233
Greece,GRC,2017,46.305428
Greece,GRC,2018,40.063797
Greece,GRC,2019,33.204056
Greece,GRC,2020,37.388073
Greece,GRC,2021,37.278103
Guatemala,GTM,1982,2.3479881
Guatemala,GTM,1985,9.172333
Guatemala,GTM,1986,3.0975795
Guatemala,GTM,1987,0.9642638
Guatemala,GTM,1988,1.8752712
Guatemala,GTM,1989,0.5697651
Guatemala,GTM,1990,2.991765
Guatemala,GTM,1991,3.343189
Guatemala,GTM,1992,2.8354595
Guatemala,GTM,1993,4.0900793
Guatemala,GTM,1994,2.0908592
Guatemala,GTM,1995,3.102881
Guatemala,GTM,1996,2.0787022
Guatemala,GTM,1997,3.3156028
Guatemala,GTM,1998,2.334111
Guatemala,GTM,1999,2.4512024
Guatemala,GTM,2000,4.616335
Guatemala,GTM,2001,2.5063868
Guatemala,GTM,2002,0.6532257
Guatemala,GTM,2003,0.47900972
Guatemala,GTM,2004,0.7027186
Guatemala,GTM,2005,1.2989366
Guatemala,GTM,2006,2.0946388
Guatemala,GTM,2007,0.65924215
Guatemala,GTM,2008,0.3588043
Guatemala,GTM,2009,0.4924164
Guatemala,GTM,2010,0.4827549
Guatemala,GTM,2011,0.27041414
Guatemala,GTM,2012,0.46389422
Guatemala,GTM,2013,0.259954
Guatemala,GTM,2014,0.63768494
Guatemala,GTM,2015,0.43827403
Guatemala,GTM,2016,0.1844025
Guatemala,GTM,2017,0.18107897
Guatemala,GTM,2018,0.3561743
Guatemala,GTM,2019,0.4092657
Guatemala,GTM,2020,0.40328795
Guatemala,GTM,2021,0.51140285
Guyana,GUY,1983,1.2888408
Guyana,GUY,1985,1.2962149
Guyana,GUY,1986,11.717255
Guyana,GUY,2014,1.3258573
Guyana,GUY,2016,1.3096753
Guyana,GUY,2018,2.526669
Guyana,GUY,2021,49.050747
Haiti,HTI,1980,0.71244186
Haiti,HTI,1982,0.34270418
Haiti,HTI,1983,0.16803627
Haiti,HTI,1984,0.3295311
Haiti,HTI,1985,0.9691704
Haiti,HTI,1986,0.6333
Haiti,HTI,1987,1.3964047
Haiti,HTI,1988,0.15201855
Haiti,HTI,1991,0.42885017
Haiti,HTI,1996,0.3892284
Haiti,HTI,1999,0.12267988
Haiti,HTI,2011,0.10085826
Haiti,HTI,2012,0.19861425
Haiti,HTI,2014,0.19280389
High-income countries,OWID_HIC,1997,558.7598
High-income countries,OWID_HIC,1998,568.59064
High-income countries,OWID_HIC,1999,588.6179
High-income countries,OWID_HIC,2000,640.44147
High-income countries,OWID_HIC,2001,647.2578
High-income countries,OWID_HIC,2002,635.2086
High-income countries,OWID_HIC,2003,643.8203
High-income countries,OWID_HIC,2004,663.9534
High-income countries,OWID_HIC,2005,687.83044
High-income countries,OWID_HIC,2006,683.55756
High-income countries,OWID_HIC,2007,688.12427
High-income countries,OWID_HIC,2008,675.60626
High-income countries,OWID_HIC,2009,636.2483
High-income countries,OWID_HIC,2010,648.54926
High-income countries,OWID_HIC,2011,650.62756
High-income countries,OWID_HIC,2012,670.27783
High-income countries,OWID_HIC,2013,678.6654
High-income countries,OWID_HIC,2014,672.48804
High-income countries,OWID_HIC,2015,668.2949
High-income countries,OWID_HIC,2016,667.5474
High-income countries,OWID_HIC,2017,660.2093
High-income countries,OWID_HIC,2018,649.9876
High-income countries,OWID_HIC,2019,647.7329
High-income countries,OWID_HIC,2020,624.5547
Honduras,HND,1980,1.6097991
Honduras,HND,1982,15.914203
Honduras,HND,1983,3.9233246
Honduras,HND,1984,0.952415
Honduras,HND,1985,2.7756305
Honduras,HND,1987,2.6218562
Honduras,HND,1990,1.2047012
Honduras,HND,1995,1.2195894
Honduras,HND,1996,1.6937802
Honduras,HND,1998,1.7643952
Honduras,HND,1999,1.2499095
Honduras,HND,2000,0.6081085
Honduras,HND,2001,1.0358105
Honduras,HND,2002,1.0088114
Honduras,HND,2011,0.23417605
Honduras,HND,2012,0.91794956
Honduras,HND,2013,0.67497045
Honduras,HND,2015,0.43302673
Honduras,HND,2016,1.0624305
Honduras,HND,2017,0.41718218
Honduras,HND,2018,0.8192348
Hong Kong,HKG,1983,3.928832
Hong Kong,HKG,1984,3.7051446
Hong Kong,HKG,1985,2.9324439
Hong Kong,HKG,1986,1.8100858
Hong Kong,HKG,1987,2.3295403
Hong Kong,HKG,1988,2.1323478
Hong Kong,HKG,1989,2.6379657
Hong Kong,HKG,1990,3.6813042
Hong Kong,HKG,1991,2.7816412
Hong Kong,HKG,1992,1.8963883
Hong Kong,HKG,1993,1.5251652
Hong Kong,HKG,1994,3.4794712
Hong Kong,HKG,1995,3.7361317
Hong Kong,HKG,1996,6.370911
Hong Kong,HKG,1997,4.0065956
Hong Kong,HKG,1998,19.560799
Hong Kong,HKG,1999,6.357375
Hong Kong,HKG,2000,7.651913
Hong Kong,HKG,2001,11.021254
Hong Kong,HKG,2002,16.60711
Hong Kong,HKG,2003,15.89707
Hong Kong,HKG,2004,18.721899
Hong Kong,HKG,2005,22.89673
Hong Kong,HKG,2006,25.08349
Hong Kong,HKG,2007,23.133757
Hong Kong,HKG,2008,24.864182
Hong Kong,HKG,2009,21.368748
Hong Kong,HKG,2010,18.93454
Hong Kong,HKG,2011,25.595339
Hong Kong,HKG,2012,23.915749
Hong Kong,HKG,2013,31.481146
Hong Kong,HKG,2014,26.557854
Hong Kong,HKG,2015,32.77879
Hong Kong,HKG,2016,31.758581
Hong Kong,HKG,2017,43.824055
Hong Kong,HKG,2018,42.132946
Hong Kong,HKG,2019,46.08479
Hong Kong,HKG,2020,56.543243
Hong Kong,HKG,2021,54.09343
Hungary,HUN,1980,149.47081
Hungary,HUN,1981,198.28511
Hungary,HUN,1982,218.95216
Hungary,HUN,1983,258.19818
Hungary,HUN,1984,268.93274
Hungary,HUN,1985,272.709
Hungary,HUN,1986,267.81268
Hungary,HUN,1987,304.25693
Hungary,HUN,1988,307.83786
Hungary,HUN,1989,253.48895
Hungary,HUN,1990,238.77028
Hungary,HUN,1991,213.0449
Hungary,HUN,1992,144.3679
Hungary,HUN,1993,109.968376
Hungary,HUN,1994,112.34266
Hungary,HUN,1995,106.109375
Hungary,HUN,1996,77.8762
Hungary,HUN,1997,71.61955
Hungary,HUN,1998,67.20843
Hungary,HUN,1999,71.20858
Hungary,HUN,2000,79.32644
Hungary,HUN,2001,90.20792
Hungary,HUN,2002,82.88537
Hungary,HUN,2003,74.63311
Hungary,HUN,2004,74.00704
Hungary,HUN,2005,69.89149
Hungary,HUN,2006,71.29119
Hungary,HUN,2007,68.51781
Hungary,HUN,2008,68.04017
Hungary,HUN,2009,75.52893
Hungary,HUN,2010,64.89985
Hungary,HUN,2011,66.387695
Hungary,HUN,2012,69.755516
Hungary,HUN,2013,65.02758
Hungary,HUN,2014,55.527092
Hungary,HUN,2015,58.074528
Hungary,HUN,2016,63.116337
Hungary,HUN,2017,50.993362
Hungary,HUN,2018,41.92866
Hungary,HUN,2019,44.04412
Hungary,HUN,2020,44.258682
Hungary,HUN,2021,44.959305
Iceland,ISL,1980,83.28293
Iceland,ISL,1981,60.670406
Iceland,ISL,1982,76.969124
Iceland,ISL,1983,135.0342
Iceland,ISL,1984,116.90486
Iceland,ISL,1985,86.99074
Iceland,ISL,1986,119.25323
Iceland,ISL,1987,113.88641
Iceland,ISL,1988,64.06663
Iceland,ISL,1989,71.18789
Iceland,ISL,1990,66.71219
