Entity,Code,Year,Research and development expenditure (% of GDP)
Albania,ALB,2007,0.08757
Albania,ALB,2008,0.15412
Algeria,DZA,2001,0.21219
Algeria,DZA,2002,0.33807
Algeria,DZA,2003,0.18122
Algeria,DZA,2004,0.15186
Algeria,DZA,2005,0.06367
Algeria,DZA,2017,0.47865
American Samoa,ASM,2003,0.18787
American Samoa,ASM,2004,0.32528
American Samoa,ASM,2005,0.36692
American Samoa,ASM,2006,0.39552
Angola,AGO,2016,0.03229
Argentina,ARG,1996,0.41749
Argentina,ARG,1997,0.41959
Argentina,ARG,1998,0.41131
Argentina,ARG,1999,0.45337
Argentina,ARG,2000,0.43884
Argentina,ARG,2001,0.42461
Argentina,ARG,2002,0.38886
Argentina,ARG,2003,0.41013
Argentina,ARG,2004,0.40376
Argentina,ARG,2005,0.42074
Argentina,ARG,2006,0.45216
Argentina,ARG,2007,0.46007
Argentina,ARG,2008,0.47055
Argentina,ARG,2009,0.58398
Argentina,ARG,2010,0.56104
Argentina,ARG,2011,0.56597
Argentina,ARG,2012,0.63491
Argentina,ARG,2013,0.61849
Argentina,ARG,2014,0.59396
Argentina,ARG,2015,0.62262
Argentina,ARG,2016,0.55815
Argentina,ARG,2017,0.55631
Argentina,ARG,2018,0.4883
Argentina,ARG,2019,0.47813
Argentina,ARG,2020,0.54126
Argentina,ARG,2021,0.52216
Argentina,ARG,2022,0.54947
Armenia,ARM,1997,0.18692
Armenia,ARM,1998,0.22601
Armenia,ARM,1999,0.214
Armenia,ARM,2000,0.19106
Armenia,ARM,2001,0.27987
Armenia,ARM,2002,0.25255
Armenia,ARM,2003,0.32109
Armenia,ARM,2004,0.25659
Armenia,ARM,2005,0.25761
Armenia,ARM,2006,0.24057
Armenia,ARM,2007,0.21107
Armenia,ARM,2008,0.22438
Armenia,ARM,2009,0.29093
Armenia,ARM,2010,0.24139
Armenia,ARM,2011,0.27014
Armenia,ARM,2012,0.23853
Armenia,ARM,2013,0.22216
Armenia,ARM,2014,0.24151
Armenia,ARM,2015,0.25002
Armenia,ARM,2016,0.23305
Armenia,ARM,2017,0.22788
Armenia,ARM,2018,0.18876
Armenia,ARM,2019,0.17854
Armenia,ARM,2020,0.2092
Armenia,ARM,2021,0.20557
Armenia,ARM,2022,0.20955
Armenia,ARM,2023,0.18115
Australia,AUS,1996,1.66218
Australia,AUS,1998,1.51351
Australia,AUS,2000,1.57198
Australia,AUS,2002,1.74654
Australia,AUS,2004,1.84802
Australia,AUS,2006,2.17862
Australia,AUS,2008,2.39898
Australia,AUS,2010,2.37009
Australia,AUS,2011,2.23445
Australia,AUS,2013,2.17709
Australia,AUS,2015,1.91902
Australia,AUS,2017,1.87919
Australia,AUS,2019,1.8257
Australia,AUS,2021,1.85509
Austria,AUT,1996,1.58077
Austria,AUT,1997,1.65491
Austria,AUT,1998,1.73155
Austria,AUT,1999,1.84537
Austria,AUT,2000,1.88602
Austria,AUT,2001,1.9921
Austria,AUT,2002,2.06598
Austria,AUT,2003,2.17456
Austria,AUT,2004,2.16612
Austria,AUT,2005,2.37324
Austria,AUT,2006,2.35923
Austria,AUT,2007,2.41843
Austria,AUT,2008,2.56945
Austria,AUT,2009,2.59674
Austria,AUT,2010,2.7261
Austria,AUT,2011,2.66868
Austria,AUT,2012,2.91472
Austria,AUT,2013,2.95492
Austria,AUT,2014,3.08429
Austria,AUT,2015,3.04969
Austria,AUT,2016,3.11655
Austria,AUT,2017,3.05656
Austria,AUT,2018,3.09182
Austria,AUT,2019,3.13265
Austria,AUT,2020,3.20278
Austria,AUT,2021,3.26361
Austria,AUT,2022,3.20048
Azerbaijan,AZE,1996,0.23533
Azerbaijan,AZE,1997,0.3695
Azerbaijan,AZE,1998,0.42125
Azerbaijan,AZE,1999,0.39289
Azerbaijan,AZE,2000,0.336
Azerbaijan,AZE,2001,0.34001
Azerbaijan,AZE,2002,0.30155
Azerbaijan,AZE,2003,0.32496
Azerbaijan,AZE,2004,0.29831
Azerbaijan,AZE,2005,0.21994
Azerbaijan,AZE,2006,0.17165
Azerbaijan,AZE,2007,0.17006
Azerbaijan,AZE,2008,0.16554
Azerbaijan,AZE,2009,0.24976
Azerbaijan,AZE,2010,0.21848
Azerbaijan,AZE,2011,0.21084
Azerbaijan,AZE,2012,0.21427
Azerbaijan,AZE,2013,0.20969
Azerbaijan,AZE,2014,0.20978
Azerbaijan,AZE,2015,0.22232
Azerbaijan,AZE,2016,0.20637
Azerbaijan,AZE,2017,0.18468
Azerbaijan,AZE,2018,0.18416
Azerbaijan,AZE,2019,0.20013
Azerbaijan,AZE,2020,0.2239
Azerbaijan,AZE,2021,0.20836
Azerbaijan,AZE,2022,0.1513
Azerbaijan,AZE,2023,0.18178
Bahrain,BHR,2014,0.10116
Belarus,BLR,1996,0.99852
Belarus,BLR,1997,0.73
Belarus,BLR,1998,0.70578
Belarus,BLR,1999,0.84523
Belarus,BLR,2000,0.7221
Belarus,BLR,2001,0.70876
Belarus,BLR,2002,0.6209
Belarus,BLR,2003,0.61147
Belarus,BLR,2004,0.62759
Belarus,BLR,2005,0.67852
Belarus,BLR,2006,0.66065
Belarus,BLR,2007,0.96203
Belarus,BLR,2008,0.74147
Belarus,BLR,2009,0.62167
Belarus,BLR,2010,0.66913
Belarus,BLR,2011,0.6776
Belarus,BLR,2012,0.64603
Belarus,BLR,2013,0.65191
Belarus,BLR,2014,0.50548
Belarus,BLR,2015,0.49999
Belarus,BLR,2016,0.50063
Belarus,BLR,2017,0.58411
Belarus,BLR,2018,0.60443
Belarus,BLR,2019,0.57733
Belarus,BLR,2020,0.53901
Belarus,BLR,2021,0.45981
Belarus,BLR,2022,0.47477
Belarus,BLR,2023,0.57843
Belgium,BEL,1996,1.74299
Belgium,BEL,1997,1.80971
Belgium,BEL,1998,1.83825
Belgium,BEL,1999,1.90565
Belgium,BEL,2000,1.9362
Belgium,BEL,2001,2.03279
Belgium,BEL,2002,1.90325
Belgium,BEL,2003,1.84119
Belgium,BEL,2004,1.8205
Belgium,BEL,2005,1.79061
Belgium,BEL,2006,1.82269
Belgium,BEL,2007,1.84999
Belgium,BEL,2008,1.93684
Belgium,BEL,2009,1.9986
Belgium,BEL,2010,2.06188
Belgium,BEL,2011,2.17332
Belgium,BEL,2012,2.28114
Belgium,BEL,2013,2.33073
Belgium,BEL,2014,2.37002
Belgium,BEL,2015,2.42817
Belgium,BEL,2016,2.52338
Belgium,BEL,2017,2.66666
Belgium,BEL,2018,2.86018
Belgium,BEL,2019,3.1566
Belgium,BEL,2020,3.39175
Belgium,BEL,2021,3.39239
Belgium,BEL,2022,3.40544
Bermuda,BMU,1997,0.05885
Bermuda,BMU,2007,0.16026
Bermuda,BMU,2008,0.16848
Bermuda,BMU,2009,0.18235
Bermuda,BMU,2010,0.1805
Bermuda,BMU,2011,0.26195
Bermuda,BMU,2012,0.23355
Bermuda,BMU,2013,0.1963
Bermuda,BMU,2014,0.19083
Bermuda,BMU,2015,0.19507
Bermuda,BMU,2018,0.22851
Bermuda,BMU,2019,0.26451
Bermuda,BMU,2020,0.22546
Bolivia,BOL,1996,0.32544
Bolivia,BOL,1997,0.31577
Bolivia,BOL,1998,0.29495
Bolivia,BOL,1999,0.29836
Bolivia,BOL,2000,0.28744
Bolivia,BOL,2001,0.29358
Bolivia,BOL,2002,0.27663
Bolivia,BOL,2009,0.157
Bosnia and Herzegovina,BIH,2003,0.01826
Bosnia and Herzegovina,BIH,2004,0.0159
Bosnia and Herzegovina,BIH,2005,0.02697
Bosnia and Herzegovina,BIH,2006,0.01969
Bosnia and Herzegovina,BIH,2007,0.02521
Bosnia and Herzegovina,BIH,2008,0.01842
Bosnia and Herzegovina,BIH,2009,0.02106
Bosnia and Herzegovina,BIH,2012,0.26533
Bosnia and Herzegovina,BIH,2013,0.32132
Bosnia and Herzegovina,BIH,2014,0.25725
Bosnia and Herzegovina,BIH,2015,0.21603
Bosnia and Herzegovina,BIH,2016,0.21337
Bosnia and Herzegovina,BIH,2017,0.1978
Bosnia and Herzegovina,BIH,2018,0.19199
Bosnia and Herzegovina,BIH,2019,0.19001
Bosnia and Herzegovina,BIH,2020,0.20325
Bosnia and Herzegovina,BIH,2021,0.19035
Bosnia and Herzegovina,BIH,2022,0.18743
Bosnia and Herzegovina,BIH,2023,0.19228
Botswana,BWA,2005,0.53286
Botswana,BWA,2012,0.26759
Botswana,BWA,2013,0.561
Brazil,BRA,2000,1.04751
Brazil,BRA,2001,1.06198
Brazil,BRA,2002,1.00968
Brazil,BRA,2003,0.99939
Brazil,BRA,2004,0.96343
Brazil,BRA,2005,1.00246
Brazil,BRA,2006,0.98807
Brazil,BRA,2007,1.08138
Brazil,BRA,2008,1.12904
Brazil,BRA,2009,1.11866
Brazil,BRA,2010,1.15992
Brazil,BRA,2011,1.13966
Brazil,BRA,2012,1.12684
Brazil,BRA,2013,1.19567
Brazil,BRA,2014,1.26971
Brazil,BRA,2015,1.37093
Brazil,BRA,2016,1.28637
Brazil,BRA,2017,1.1175
Brazil,BRA,2018,1.16769
Brazil,BRA,2019,1.21096
Brazil,BRA,2020,1.14526
Brunei,BRN,2002,0.01592
Brunei,BRN,2003,0.01842
Brunei,BRN,2004,0.03701
Brunei,BRN,2018,0.27764
Bulgaria,BGR,1996,0.41826
Bulgaria,BGR,1997,0.46548
Bulgaria,BGR,1998,0.48223
Bulgaria,BGR,1999,0.53688
Bulgaria,BGR,2000,0.49517
Bulgaria,BGR,2001,0.44709
Bulgaria,BGR,2002,0.46473
Bulgaria,BGR,2003,0.47222
Bulgaria,BGR,2004,0.47086
Bulgaria,BGR,2005,0.44269
Bulgaria,BGR,2006,0.44216
Bulgaria,BGR,2007,0.43003
Bulgaria,BGR,2008,0.44731
Bulgaria,BGR,2009,0.49338
Bulgaria,BGR,2010,0.56299
Bulgaria,BGR,2011,0.5295
Bulgaria,BGR,2012,0.60039
Bulgaria,BGR,2013,0.63424
Bulgaria,BGR,2014,0.79007
Bulgaria,BGR,2015,0.94947
Bulgaria,BGR,2016,0.77009
Bulgaria,BGR,2017,0.74037
Bulgaria,BGR,2018,0.75413
Bulgaria,BGR,2019,0.83274
Bulgaria,BGR,2020,0.84967
Bulgaria,BGR,2021,0.77278
Bulgaria,BGR,2022,0.75421
Burkina Faso,BFA,1996,0.15834
Burkina Faso,BFA,1997,0.18104
Burkina Faso,BFA,2001,0.16816
Burkina Faso,BFA,2002,0.30111
Burkina Faso,BFA,2003,0.24112
Burkina Faso,BFA,2004,0.21514
Burkina Faso,BFA,2005,0.15166
Burkina Faso,BFA,2007,0.09836
Burkina Faso,BFA,2008,0.16568
Burkina Faso,BFA,2009,0.17787
Burkina Faso,BFA,2014,0.19719
Burkina Faso,BFA,2017,0.61361
Burkina Faso,BFA,2019,0.17435
Burkina Faso,BFA,2020,0.25116
Burkina Faso,BFA,2021,0.25126
Burundi,BDI,2007,0.20068
Burundi,BDI,2008,0.15417
Burundi,BDI,2009,0.14096
Burundi,BDI,2010,0.13719
Burundi,BDI,2012,0.10702
Burundi,BDI,2018,0.21312
Cambodia,KHM,2002,0.0498
Cambodia,KHM,2015,0.11823
Canada,CAN,1996,1.60682
Canada,CAN,1997,1.61386
Canada,CAN,1998,1.71051
Canada,CAN,1999,1.74985
Canada,CAN,2000,1.85848
Canada,CAN,2001,2.02117
Canada,CAN,2002,1.97171
Canada,CAN,2003,1.96781
Canada,CAN,2004,1.99734
Canada,CAN,2005,1.97127
Canada,CAN,2006,1.94304
Canada,CAN,2007,1.90358
Canada,CAN,2008,1.85578
Canada,CAN,2009,1.91742
Canada,CAN,2010,1.82504
Canada,CAN,2011,1.78714
Canada,CAN,2012,1.77304
Canada,CAN,2013,1.70624
Canada,CAN,2014,1.71483
Canada,CAN,2015,1.69359
Canada,CAN,2016,1.72903
Canada,CAN,2017,1.68702
Canada,CAN,2018,1.7372
Canada,CAN,2019,1.75578
Canada,CAN,2020,1.93414
Canada,CAN,2021,1.86431
Canada,CAN,2022,1.71166
Canada,CAN,2023,1.70133
Cape Verde,CPV,2011,0.06622
Chad,TCD,2016,0.3005
Chile,CHL,2007,0.31143
Chile,CHL,2008,0.37492
Chile,CHL,2009,0.35403
Chile,CHL,2010,0.33165
Chile,CHL,2011,0.35288
Chile,CHL,2012,0.36213
Chile,CHL,2013,0.3903
Chile,CHL,2014,0.37668
Chile,CHL,2015,0.38296
Chile,CHL,2016,0.37103
Chile,CHL,2017,0.35679
Chile,CHL,2018,0.36916
Chile,CHL,2019,0.34243
Chile,CHL,2020,0.33525
Chile,CHL,2021,0.36041
China,CHN,1996,0.56324
China,CHN,1997,0.63873
China,CHN,1998,0.64689
China,CHN,1999,0.74963
China,CHN,2000,0.89316
China,CHN,2001,0.94033
China,CHN,2002,1.05786
China,CHN,2003,1.12037
China,CHN,2004,1.21498
China,CHN,2005,1.30792
China,CHN,2006,1.36854
China,CHN,2007,1.37369
China,CHN,2008,1.44592
China,CHN,2009,1.6648
China,CHN,2010,1.71372
China,CHN,2011,1.78034
China,CHN,2012,1.91214
China,CHN,2013,1.99786
China,CHN,2014,2.02243
China,CHN,2015,2.05701
China,CHN,2016,2.10033
China,CHN,2017,2.11603
China,CHN,2018,2.14058
China,CHN,2019,2.24463
China,CHN,2020,2.40666
China,CHN,2021,2.4326
China,CHN,2022,2.55518
Colombia,COL,2000,0.13106
Colombia,COL,2001,0.1329
Colombia,COL,2002,0.15559
Colombia,COL,2003,0.17398
Colombia,COL,2004,0.16964
Colombia,COL,2005,0.16557
Colombia,COL,2006,0.16427
Colombia,COL,2007,0.18307
Colombia,COL,2008,0.19541
Colombia,COL,2009,0.19351
Colombia,COL,2010,0.19358
Colombia,COL,2011,0.19842
Colombia,COL,2012,0.22116
Colombia,COL,2013,0.25761
Colombia,COL,2014,0.30317
Colombia,COL,2015,0.36542
Colombia,COL,2016,0.27051
Colombia,COL,2017,0.26109
Colombia,COL,2018,0.31233
Colombia,COL,2019,0.32201
Colombia,COL,2020,0.2894
Congo,COG,2022,0.38339
Costa Rica,CRI,1996,0.30221
Costa Rica,CRI,1997,0.29569
Costa Rica,CRI,1998,0.26526
Costa Rica,CRI,1999,0.36759
Costa Rica,CRI,2000,0.41135
Costa Rica,CRI,2003,0.3619
Costa Rica,CRI,2004,0.37288
Costa Rica,CRI,2006,0.42693
Costa Rica,CRI,2007,0.35655
Costa Rica,CRI,2008,0.38593
Costa Rica,CRI,2009,0.51718
Costa Rica,CRI,2010,0.4799
Costa Rica,CRI,2011,0.46235
Costa Rica,CRI,2012,0.54713
Costa Rica,CRI,2013,0.54253
Costa Rica,CRI,2014,0.55627
Costa Rica,CRI,2015,0.43665
Costa Rica,CRI,2016,0.44335
Costa Rica,CRI,2017,0.42587
Costa Rica,CRI,2018,0.37144
Costa Rica,CRI,2020,0.33002
Costa Rica,CRI,2021,0.27385
Costa Rica,CRI,2022,0.33789
Cote d'Ivoire,CIV,2016,0.06975
Croatia,HRV,1999,0.83179
Croatia,HRV,2000,1.0425
Croatia,HRV,2001,0.91762
Croatia,HRV,2002,0.94087
Croatia,HRV,2003,0.94069
Croatia,HRV,2004,1.02002
Croatia,HRV,2005,0.84776
Croatia,HRV,2006,0.73211
Croatia,HRV,2007,0.78299
Croatia,HRV,2008,0.87568
Croatia,HRV,2009,0.83304
Croatia,HRV,2010,0.73055
Croatia,HRV,2011,0.73646
Croatia,HRV,2012,0.73725
Croatia,HRV,2013,0.79513
Croatia,HRV,2014,0.76902
Croatia,HRV,2015,0.82378
Croatia,HRV,2016,0.84433
Croatia,HRV,2017,0.8415
Croatia,HRV,2018,0.94312
Croatia,HRV,2019,1.07027
Croatia,HRV,2020,1.22989
Croatia,HRV,2021,1.23124
Croatia,HRV,2022,1.40323
Cuba,CUB,1996,0.34736
Cuba,CUB,1997,0.40172
Cuba,CUB,1998,0.50124
Cuba,CUB,1999,0.45832
Cuba,CUB,2000,0.47865
Cuba,CUB,2001,0.5653
Cuba,CUB,2002,0.56445
Cuba,CUB,2003,0.58243
Cuba,CUB,2004,0.60231
Cuba,CUB,2005,0.5492
Cuba,CUB,2006,0.44139
Cuba,CUB,2007,0.43615
Cuba,CUB,2008,0.50061
Cuba,CUB,2009,0.61485
Cuba,CUB,2010,0.60767
Cuba,CUB,2011,0.27192
Cuba,CUB,2012,0.40716
Cuba,CUB,2013,0.47467
Cuba,CUB,2014,0.41596
Cuba,CUB,2015,0.42854
Cuba,CUB,2016,0.34223
Cuba,CUB,2017,0.43066
Cuba,CUB,2018,0.53691
Cuba,CUB,2019,0.55308
Cuba,CUB,2020,0.51838
Cuba,CUB,2021,0.32282
Cuba,CUB,2022,0.36012
Cyprus,CYP,1998,0.20331
Cyprus,CYP,1999,0.21806
Cyprus,CYP,2000,0.2269
Cyprus,CYP,2001,0.23694
Cyprus,CYP,2002,0.27967
Cyprus,CYP,2003,0.31834
Cyprus,CYP,2004,0.33564
Cyprus,CYP,2005,0.36727
Cyprus,CYP,2006,0.38346
Cyprus,CYP,2007,0.40007
Cyprus,CYP,2008,0.38594
Cyprus,CYP,2009,0.44437
Cyprus,CYP,2010,0.44292
Cyprus,CYP,2011,0.45263
Cyprus,CYP,2012,0.43765
Cyprus,CYP,2013,0.48485
Cyprus,CYP,2014,0.51205
Cyprus,CYP,2015,0.47529
Cyprus,CYP,2016,0.5197
Cyprus,CYP,2017,0.54259
Cyprus,CYP,2018,0.61405
Cyprus,CYP,2019,0.70945
Cyprus,CYP,2020,0.83654
Cyprus,CYP,2021,0.8003
Cyprus,CYP,2022,0.74527
Czechia,CZE,1996,0.88912
Czechia,CZE,1997,0.98819
Czechia,CZE,1998,1.06022
Czechia,CZE,1999,1.04957
Czechia,CZE,2000,1.10997
Czechia,CZE,2001,1.09871
Czechia,CZE,2002,1.09819
Czechia,CZE,2003,1.1421
Czechia,CZE,2004,1.13935
Czechia,CZE,2005,1.161
Czechia,CZE,2006,1.22542
Czechia,CZE,2007,1.29572
Czechia,CZE,2008,1.23358
Czechia,CZE,2009,1.28656
Czechia,CZE,2010,1.3267
Czechia,CZE,2011,1.54477
Czechia,CZE,2012,1.76967
Czechia,CZE,2013,1.87924
Czechia,CZE,2014,1.95833
Czechia,CZE,2015,1.91689
Czechia,CZE,2016,1.67003
Czechia,CZE,2017,1.76855
Czechia,CZE,2018,1.89906
Czechia,CZE,2019,1.92734
Czechia,CZE,2020,1.98599
Czechia,CZE,2021,1.99601
Czechia,CZE,2022,1.9642
Democratic Republic of Congo,COD,2004,0.26777
Democratic Republic of Congo,COD,2005,0.05799
Democratic Republic of Congo,COD,2006,0.06044
Democratic Republic of Congo,COD,2007,0.13609
Democratic Republic of Congo,COD,2008,0.08253
Democratic Republic of Congo,COD,2009,0.07822
Democratic Republic of Congo,COD,2015,0.40638
Denmark,DNK,1996,1.80667
Denmark,DNK,1997,1.88914
Denmark,DNK,1998,2.00619
Denmark,DNK,1999,2.12764
Denmark,DNK,2000,2.1862
Denmark,DNK,2001,2.32466
Denmark,DNK,2002,2.44145
Denmark,DNK,2003,2.51085
Denmark,DNK,2004,2.41916
Denmark,DNK,2005,2.39337
Denmark,DNK,2006,2.403
Denmark,DNK,2007,2.51541
Denmark,DNK,2008,2.77346
Denmark,DNK,2009,3.05514
Denmark,DNK,2010,2.91707
Denmark,DNK,2011,2.94465
Denmark,DNK,2012,2.98125
Denmark,DNK,2013,2.97048
Denmark,DNK,2014,2.91409
Denmark,DNK,2015,3.05497
Denmark,DNK,2016,3.09283
Denmark,DNK,2017,2.93124
Denmark,DNK,2018,2.96603
Denmark,DNK,2019,2.89685
Denmark,DNK,2020,2.97258
Denmark,DNK,2021,2.76142
Denmark,DNK,2022,2.89051
East Asia and Pacific (WB),WB_EAP,1996,2.1844559
East Asia and Pacific (WB),WB_EAP,1997,2.2596238
East Asia and Pacific (WB),WB_EAP,1998,2.2263272
East Asia and Pacific (WB),WB_EAP,1999,2.2954698
East Asia and Pacific (WB),WB_EAP,2000,2.2315848
East Asia and Pacific (WB),WB_EAP,2001,2.27733
East Asia and Pacific (WB),WB_EAP,2002,2.2427473
East Asia and Pacific (WB),WB_EAP,2003,2.3250377
East Asia and Pacific (WB),WB_EAP,2004,2.3114328
East Asia and Pacific (WB),WB_EAP,2005,2.3935328
East Asia and Pacific (WB),WB_EAP,2006,2.3945498
East Asia and Pacific (WB),WB_EAP,2007,2.3463678
East Asia and Pacific (WB),WB_EAP,2008,2.3489978
East Asia and Pacific (WB),WB_EAP,2009,2.2474258
East Asia and Pacific (WB),WB_EAP,2010,2.3965425
East Asia and Pacific (WB),WB_EAP,2011,2.3288713
East Asia and Pacific (WB),WB_EAP,2012,2.4835362
East Asia and Pacific (WB),WB_EAP,2013,2.279517
East Asia and Pacific (WB),WB_EAP,2014,2.4763718
East Asia and Pacific (WB),WB_EAP,2015,2.3251047
East Asia and Pacific (WB),WB_EAP,2016,2.343249
East Asia and Pacific (WB),WB_EAP,2017,2.320627
East Asia and Pacific (WB),WB_EAP,2018,2.3617675
East Asia and Pacific (WB),WB_EAP,2019,2.4010565
East Asia and Pacific (WB),WB_EAP,2020,2.5857074
East Asia and Pacific (WB),WB_EAP,2021,2.636174
East Asia and Pacific (WB),WB_EAP,2022,2.8285568
Ecuador,ECU,1996,0.07406
Ecuador,ECU,1997,0.06263
Ecuador,ECU,1998,0.06517
Ecuador,ECU,2001,0.05448
Ecuador,ECU,2002,0.0584
Ecuador,ECU,2003,0.06007
Ecuador,ECU,2006,0.13176
Ecuador,ECU,2007,0.13501
Ecuador,ECU,2008,0.23011
Ecuador,ECU,2009,0.41055
Ecuador,ECU,2010,0.41127
Ecuador,ECU,2011,0.34115
Ecuador,ECU,2012,0.33308
Ecuador,ECU,2013,0.37423
Ecuador,ECU,2014,0.43839
Egypt,EGY,1996,0.2126
Egypt,EGY,1997,0.19756
Egypt,EGY,1998,0.1991
Egypt,EGY,1999,0.18651
Egypt,EGY,2000,0.19247
Egypt,EGY,2004,0.26994
Egypt,EGY,2005,0.24141
Egypt,EGY,2006,0.25903
Egypt,EGY,2007,0.2551
Egypt,EGY,2008,0.27024
Egypt,EGY,2009,0.43312
Egypt,EGY,2010,0.43345
Egypt,EGY,2011,0.53154
Egypt,EGY,2012,0.50899
Egypt,EGY,2013,0.63895
Egypt,EGY,2014,0.63649
Egypt,EGY,2015,0.71858
Egypt,EGY,2016,0.70848
Egypt,EGY,2017,0.64486
Egypt,EGY,2018,0.68839
Egypt,EGY,2019,0.79617
Egypt,EGY,2020,0.91564
Egypt,EGY,2021,0.91175
Egypt,EGY,2022,1.01968
Egypt,EGY,2023,1.03356
El Salvador,SLV,1998,0.08818
El Salvador,SLV,2007,0.1056
El Salvador,SLV,2008,0.13399
El Salvador,SLV,2009,0.0909
El Salvador,SLV,2010,0.07806
El Salvador,SLV,2011,0.0355
El Salvador,SLV,2012,0.03397
El Salvador,SLV,2013,0.06387
El Salvador,SLV,2014,0.09377
El Salvador,SLV,2015,0.14348
El Salvador,SLV,2016,0.14493
El Salvador,SLV,2017,0.18078
El Salvador,SLV,2018,0.16531
El Salvador,SLV,2019,0.17477
El Salvador,SLV,2020,0.16299
El Salvador,SLV,2021,0.16252
El Salvador,SLV,2022,0.1428
Estonia,EST,1998,0.56501
Estonia,EST,1999,0.67708
Estonia,EST,2000,0.6
Estonia,EST,2001,0.69839
Estonia,EST,2002,0.71203
Estonia,EST,2003,0.76465
Estonia,EST,2004,0.84584
Estonia,EST,2005,0.91705
Estonia,EST,2006,1.11277
Estonia,EST,2007,1.05874
Estonia,EST,2008,1.25188
Estonia,EST,2009,1.39679
Estonia,EST,2010,1.57899
Estonia,EST,2011,2.30522
Estonia,EST,2012,2.12481
Estonia,EST,2013,1.72412
Estonia,EST,2014,1.43023
Estonia,EST,2015,1.46777
Estonia,EST,2016,1.24306
Estonia,EST,2017,1.27685
Estonia,EST,2018,1.40999
Estonia,EST,2019,1.62058
Estonia,EST,2020,1.75315
Estonia,EST,2021,1.76766
Estonia,EST,2022,1.78205
Eswatini,SWZ,2015,0.26754
Ethiopia,ETH,2005,0.17917
Ethiopia,ETH,2007,0.17089
Ethiopia,ETH,2010,0.24137
Ethiopia,ETH,2013,0.60474
Ethiopia,ETH,2017,0.27437
Europe and Central Asia (WB),WB_ECA,1996,1.6439278
Europe and Central Asia (WB),WB_ECA,1997,1.6280746
Europe and Central Asia (WB),WB_ECA,1998,1.6044431
Europe and Central Asia (WB),WB_ECA,1999,1.6983535
Europe and Central Asia (WB),WB_ECA,2000,1.682744
Europe and Central Asia (WB),WB_ECA,2001,1.719075
Europe and Central Asia (WB),WB_ECA,2002,1.6956302
Europe and Central Asia (WB),WB_ECA,2003,1.7210577
Europe and Central Asia (WB),WB_ECA,2004,1.6961827
Europe and Central Asia (WB),WB_ECA,2005,1.6513112
Europe and Central Asia (WB),WB_ECA,2006,1.6594633
Europe and Central Asia (WB),WB_ECA,2007,1.6604742
Europe and Central Asia (WB),WB_ECA,2008,1.7224807
Europe and Central Asia (WB),WB_ECA,2009,1.8140254
Europe and Central Asia (WB),WB_ECA,2010,1.7765653
Europe and Central Asia (WB),WB_ECA,2011,1.783073
Europe and Central Asia (WB),WB_ECA,2012,1.827421
Europe and Central Asia (WB),WB_ECA,2013,1.808902
Europe and Central Asia (WB),WB_ECA,2014,1.9296535
Europe and Central Asia (WB),WB_ECA,2015,2.0002975
Europe and Central Asia (WB),WB_ECA,2016,1.9848565
Europe and Central Asia (WB),WB_ECA,2017,2.0376153
Europe and Central Asia (WB),WB_ECA,2018,2.076148
Europe and Central Asia (WB),WB_ECA,2019,2.1339188
Europe and Central Asia (WB),WB_ECA,2020,2.2004974
Europe and Central Asia (WB),WB_ECA,2021,2.185106
Europe and Central Asia (WB),WB_ECA,2022,1.9718316
European Union (27),OWID_EU27,1996,1.698347
European Union (27),OWID_EU27,1997,1.7314388
European Union (27),OWID_EU27,1998,1.6995426
European Union (27),OWID_EU27,1999,1.7855228
European Union (27),OWID_EU27,2000,1.7639948
European Union (27),OWID_EU27,2001,1.8229649
European Union (27),OWID_EU27,2002,1.7907519
European Union (27),OWID_EU27,2003,1.8275049
European Union (27),OWID_EU27,2004,1.7955351
European Union (27),OWID_EU27,2005,1.7842861
European Union (27),OWID_EU27,2006,1.8048576
European Union (27),OWID_EU27,2007,1.7987906
European Union (27),OWID_EU27,2008,1.8760374
European Union (27),OWID_EU27,2009,1.9710646
European Union (27),OWID_EU27,2010,1.971439
European Union (27),OWID_EU27,2011,2.0178084
European Union (27),OWID_EU27,2012,2.0791843
European Union (27),OWID_EU27,2013,2.099053
European Union (27),OWID_EU27,2014,2.119781
European Union (27),OWID_EU27,2015,2.1195214
European Union (27),OWID_EU27,2016,2.118838
European Union (27),OWID_EU27,2017,2.1541083
European Union (27),OWID_EU27,2018,2.1857457
European Union (27),OWID_EU27,2019,2.2238576
European Union (27),OWID_EU27,2020,2.2974126
European Union (27),OWID_EU27,2021,2.2602572
European Union (27),OWID_EU27,2022,2.2444098
Faroe Islands,FRO,2003,0.85253
Finland,FIN,1996,2.45256
Finland,FIN,1997,2.62158
Finland,FIN,1998,2.78443
Finland,FIN,1999,3.05619
Finland,FIN,2000,3.24138
Finland,FIN,2001,3.19372
Finland,FIN,2002,3.25308
Finland,FIN,2003,3.29822
Finland,FIN,2004,3.30907
Finland,FIN,2005,3.3237
Finland,FIN,2006,3.33216
Finland,FIN,2007,3.33704
Finland,FIN,2008,3.53697
Finland,FIN,2009,3.73402
Finland,FIN,2010,3.70532
Finland,FIN,2011,3.61806
Finland,FIN,2012,3.39832
Finland,FIN,2013,3.27137
Finland,FIN,2014,3.14751
Finland,FIN,2015,2.87196
Finland,FIN,2016,2.72442
Finland,FIN,2017,2.72787
Finland,FIN,2018,2.75749
