DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2016,109.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2017,84.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2018,85.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2019,68.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2020,104.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2021,138.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2022,140.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2023,0.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Malta,2024,46.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,1995,10772.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,1996,10249.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,1997,10959.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,1998,10057.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,1999,9827.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2000,10449.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2001,10796.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2002,10498.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2003,10647.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2004,9965.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2005,10350.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2006,11513.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2007,11408.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2008,10762.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2009,9868.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2010,11496.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2011,10486.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2012,11170.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2013,12278.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2014,12222.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2015,12627.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2016,13424.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2017,14776.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2018,13855.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2019,14594.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2020,14185.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2021,14752.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2022,16318.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Netherlands,2023,18390.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1975,1092.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1976,1416.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1977,1612.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1978,1546.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1979,1466.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1980,1681.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1981,2068.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1982,2189.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1983,2050.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1984,2423.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1985,2470.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1986,2501.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1987,2613.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1988,2661.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1989,2707.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1990,2815.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1991,2868.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1992,2656.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1993,2686.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1994,2789.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1995,3010.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1996,2865.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1997,2934.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1998,3111.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,1999,3125.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2000,3318.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2001,3007.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2002,3070.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2003,2549.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2004,2853.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2005,3389.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2006,3775.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2007,3533.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2008,3451.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2009,3455.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2010,4963.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2011,4704.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2012,4299.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2013,4960.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2014,5235.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2015,5182.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2016,6821.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2017,6836.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2018,6749.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2019,6508.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2020,5952.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2021,6802.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2022,9274.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2023,9288.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Norway,2024,9110.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,1995,6266.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,1996,6714.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,1997,6524.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,1998,6250.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,1999,5375.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2000,5983.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2001,7110.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2002,5934.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2003,5200.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2004,6902.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2005,7327.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2006,7565.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2007,9726.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2008,9711.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2009,8348.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2010,10521.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2011,12038.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2012,11574.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2013,12589.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2014,12143.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2015,10741.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2016,11220.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2017,14003.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2018,12173.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2019,12762.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2020,13659.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2021,13091.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2022,18568.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Poland,2023,20576.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,1995,4369.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,1996,4435.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,1997,3957.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,1998,3920.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,1999,3934.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2000,3993.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2001,4020.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2002,3881.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2003,3872.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2004,3961.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2005,3652.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2006,3746.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2007,3506.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2008,3517.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2009,3421.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2010,3489.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2011,3241.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2012,3236.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2013,3485.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2014,3423.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2015,3543.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2016,3582.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2017,3839.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2018,3932.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2019,4289.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2020,4303.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2021,4680.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2022,4648.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Portugal,2023,5664.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,1995,5192.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,1996,5092.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,1997,5507.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,1998,5329.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,1999,4266.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2000,4406.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2001,5936.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2002,5523.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2003,6089.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2004,7674.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2005,6723.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2006,7603.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2007,7021.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2008,9238.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2009,7658.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2010,6642.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2011,8243.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2012,6325.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2013,7875.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2014,7448.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2015,7094.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2016,7189.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2017,8274.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Romania,2018,9268.8,,
